"AppName","type","ResourceGroup","Location","TeamOwner"
"Availability - platfilebackup004 - File","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - platfilebackup004 - Queue","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - platfilebackup004 - Table","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - platsnapshot004 - Blob","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - platsnapshot004 - File","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - platsnapshot004 - Queue","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - platsnapshot004 - Table","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgazfun004 - Blob","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgazfun004 - File","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgazfun004 - Queue","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgazfun004 - Table","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgdiag004 - Blob","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgdiag004 - File","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgdiag004 - Queue","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgdiag004 - Table","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgplat004 - File","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgplat004 - Queue","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgplat004 - Table","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgsoar004 - Blob","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgsoar004 - File","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgsoar004 - Queue","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgtest004 - Blob","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgtest004 - Queue","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Availability - usndpmslstgtest004 - Table","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Azure-Feature-Pagerduty-Fuse","microsoft.insights/actiongroups","us-n-dpms-fuse-alert-resources","global","Arwen"
"Azure-Fusion-Pagerduty-Fuse","microsoft.insights/actiongroups","us-n-dpms-fuse-alert-resources","global","Arwen"
"Azure-Innovators-PagerDuty-Fuse","microsoft.insights/actiongroups","prod-pdco-fuse-activityevent-azf-rg","global","Innovators"
"Azure-Platform-Pagerduty-Fuse","microsoft.insights/actiongroups","us-n-dpms-fuse-alert-resources","global","Arwen"
"Azure-Progressive-PagerDuty-Fuse","microsoft.insights/actiongroups","prod-monitoring","global","No Team Tag"
"AzureAppGatewayAnalytics(PROD-CUS-fuse-waf-hub-logaws)","microsoft.operationsmanagement/solutions","prod-cus-fuse-waf-rg","centralus","Devops"
"AzureAppGatewayAnalytics(PROD-fuse-usn001-ase-waf-hub-logaws)","microsoft.operationsmanagement/solutions","prod-fuse-usn001-ase-waf-rg","northcentralus","Devops"
"AzureAutomation(Data-Conversion-Workspace)","microsoft.operationsmanagement/solutions","us-n-dpms-rsg-mgmt-001","southcentralus","No Team Tag"
"AzureNetworkWatcherExtension","microsoft.compute/virtualmachines/extensions","fuse-prod1-network-resources","northcentralus","No Team Tag"
"AzureSQLAnalytics(prod-database-law)","microsoft.operationsmanagement/solutions","prod-monitoring","northcentralus","DevOps"
"BlueDolphin_B2C_UserCreateFailAlert","microsoft.insights/scheduledqueryrules","prod-platform-security-rg","northcentralus","DSS"
"CPU Percent - US-N-DPMS-ASP001-004","microsoft.insights/metricalerts","us-n-dpms-ase-soar-004","global","No Team Tag"
"CPU Percent - US-N-DPMS-ASP002-004","microsoft.insights/metricalerts","us-n-dpms-ase-soar-004","global","No Team Tag"
"CPU Percent - US-N-DPMS-ASP003-004","microsoft.insights/metricalerts","us-n-dpms-ase-soar-004","global","No Team Tag"
"CPU Percent - US-N-DPMS-ASP004-004","microsoft.insights/metricalerts","us-n-dpms-ase-soar-004","global","No Team Tag"
"CPU Percent - US-N-DPMS-ASP005-004","microsoft.insights/metricalerts","us-n-dpms-ase-soar-004","global","No Team Tag"
"CPU Percent - US-N-DPMS-ASP006-004","microsoft.insights/metricalerts","us-n-dpms-ase-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion000003","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion000004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion000005","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion000006","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion010055","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion010061","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion010063","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion010066","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion010071","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion010074","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion010076","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion010081","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion010087","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversion010088","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - DataConversionPRAC000002","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-CHC-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","DSS"
"CPU Percentage - US-N-DPMS-DBO-CLMS-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-COMM-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-EDBJ-CONTROL-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-EDBJ-REPORT-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-ENTP-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-ERA-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-FILE-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-JOBS-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-MRS-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000002-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000003-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000004-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000005-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000006-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000007-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000008-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000009-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000011-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000012-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000013-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC000014-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010014-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010015-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010016-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010017-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010018-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010019-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010020-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010021-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010022-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010023-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010026-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010027-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010029-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010030-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010031-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010032-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010033-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010034-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010035-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010036-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010037-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010038-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010039-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010040-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010041-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010042-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010043-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010044-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010045-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010046-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010047-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010048-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010049-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010050-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010051-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010052-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010053-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010054-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010055-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010056-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010057-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010058-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010059-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010060-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010061-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010062-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010063-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010064-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010065-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010066-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010067-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010069-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010070-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010071-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010072-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010073-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010074-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010075-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010076-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010077-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010078-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010079-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010081-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010082-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010084-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010085-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010087-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010088-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010089-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010090-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-PRAC010091-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-RXDB-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-SOAR-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-STMT-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"CPU Percentage - US-N-DPMS-DBO-TOKN-004","microsoft.insights/metricalerts","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Check_ERA_Updates","microsoft.insights/scheduledqueryrules","prod-platform-claims-svc-rg","northcentralus","Devops"
"ClaimStatus-azf-PROD","microsoft.web/certificates","prod-platform-claimsstatus-azf-rg","northcentralus","No Team Tag"
"Claims 277 No Files Processed -SFTP","microsoft.insights/scheduledqueryrules","prod-platform-claims-svc-rg","northcentralus","Devops"
"Claims CAPI Service Pagerduty Action Group","microsoft.insights/actiongroups","prod-platform-claims-svc-rg","global","Devops"
"Claims Capi Service CPU at 100percent IC Threshold has been met","microsoft.insights/metricalerts","prod-platform-claims-svc-rg","global","Devops"
"Claims Capi Service CPU has exceeded 90 percent","microsoft.insights/metricalerts","prod-platform-claims-svc-rg","global","Devops"
